SEX,ECONOMIC,NS-SEC,Tenture,Internet,NPH,NAH,NCH,GFR,INCOME,GWHI,TWE
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,741,794
Female,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,209,100
Female,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,69,78
Female,Full-time working,Routine and manual occupations,Private rented,Yes,1,1,0,Scotland,earnings,275,322
Male,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,557,632
Male,Full-time working,Routine and manual occupations,Owned,Yes,1,1,0,Scotland,earnings,215,171
Female,Full-time working,Intermediate occupations,Owned,Yes,1,1,0,Scotland,earnings,470,331
Female,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,225,121
Male,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,756,148
Female,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,401,678
Female,Part-time working,Intermediate occupations,Owned,Yes,1,1,0,Scotland,earnings,332,365
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,1,1,0,Scotland,earnings,409,262
Female,Economically inactive,Not classified for other reasons,Private rented,No,1,1,0,Scotland,other source,197,391
Female,Full-time working,Intermediate occupations,Private rented,Yes,1,1,0,Scotland,earnings,76,230
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,1,1,0,Scotland,other source,133,468
Male,Part-time working,Routine and manual occupations,Public rented,Yes,1,1,0,Scotland,earnings,348,186
Female,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,211,167
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,199,96
Female,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Yes,1,1,0,Scotland,other source,162,656
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,374,116
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,158,118
Female,Economically inactive,Not classified for other reasons,Private rented,Yes,1,1,0,Scotland,other source,390,394
Male,Full-time working,Routine and manual occupations,Public rented,Yes,1,1,0,Scotland,earnings,489,226
Female,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,161,184
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,1,1,0,Scotland,earnings,711,452
Female,Part-time working,Intermediate occupations,Owned,Yes,1,1,0,Scotland,other source,343,242
Female,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,355,292
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,1,1,0,Scotland,earnings,769,813
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,402,226
Female,Economically inactive,Not classified for other reasons,Private rented,No,1,1,0,Scotland,other source,169,74
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,473,328
Male,Full-time working,Routine and manual occupations,Private rented,Yes,1,1,0,Scotland,earnings,335,473
Male,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,188,66
Male,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,345,545
Female,Full-time working,Routine and manual occupations,Owned,Yes,1,1,0,Scotland,earnings,607,229
Male,Economically inactive,"Higher managerial, administrative and professional occupations",Public rented,Yes,1,1,0,Scotland,other source,245,231
Female,Economically inactive,Not classified for other reasons,Private rented,No,1,1,0,Scotland,other source,186,106
Male,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,79,58
Female,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,342,219
Male,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,379,261
Female,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,330,443
Female,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,61,351
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,4,244
Male,Full-time working,Routine and manual occupations,Private rented,No,1,1,0,Scotland,earnings,286,333
Female,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,143,80
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,196,174
Male,Full-time working,Intermediate occupations,Private rented,Yes,1,1,0,Scotland,earnings,185,155
Female,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,150,114
Male,Economically inactive,Routine and manual occupations,Public rented,Yes,1,1,0,Scotland,other source,256,371
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,361,200
Female,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,300,567
Male,Economically inactive,Not classified for other reasons,Public rented,Yes,1,1,0,Scotland,other source,293,191
Female,Economically inactive,Not classified for other reasons,Public rented,Yes,1,1,0,Scotland,other source,147,216
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,489,464
Female,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,280,176
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,190,116
Male,Full-time working,Routine and manual occupations,Owned,Yes,1,1,0,Scotland,earnings,835,230
Male,Full-time working,Routine and manual occupations,Public rented,No,1,1,0,Scotland,earnings,224,171
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,288,232
Female,Economically inactive,Intermediate occupations,Private rented,No,1,1,0,Scotland,other source,239,160
Male,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,No,1,1,0,Scotland,earnings,542,230
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,1,1,0,Scotland,other source,245,337
Female,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,1185,333
Female,Economically inactive,Routine and manual occupations,Public rented,No,1,1,0,Scotland,other source,62,162
Female,Economically inactive,Intermediate occupations,Public rented,Yes,1,1,0,Scotland,other source,4,319
Male,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,150,106
Male,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,126,175
Male,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,251,96
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,1,1,0,Scotland,earnings,807,623
Female,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,477,547
Male,Full-time working,Routine and manual occupations,Owned,Yes,1,1,0,Scotland,earnings,1045,289
Male,Full-time working,Routine and manual occupations,Owned,No,1,1,0,Scotland,earnings,581,249
Male,Unemployed and work related Government Training Programmes,Routine and manual occupations,Private rented,No,1,1,0,Scotland,other source,72,37
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,137,94
Male,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,190,178
Male,Full-time working,Intermediate occupations,Owned,Yes,1,1,0,Scotland,earnings,211,428
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,1,1,0,Scotland,earnings,1046,607
Male,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,597,151
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,1,1,0,Scotland,earnings,408,178
Female,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,192,126
Female,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,149,128
Male,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Yes,1,1,0,Scotland,earnings,548,385
Female,Part-time working,Routine and manual occupations,Public rented,Yes,1,1,0,Scotland,earnings,88,127
Male,Unemployed and work related Government Training Programmes,Intermediate occupations,Private rented,Yes,1,1,0,Scotland,earnings,415,273
Female,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,535,193
Male,Economically inactive,Not classified for other reasons,Public rented,Yes,1,1,0,Scotland,other source,122,71
Female,Full-time working,Routine and manual occupations,Public rented,Yes,1,1,0,Scotland,earnings,218,190
Male,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Public rented,Yes,1,1,0,Scotland,other source,90,131
Female,Economically inactive,Not classified for other reasons,Owned,No,1,1,0,Scotland,other source,466,222
Male,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Public rented,No,1,1,0,Scotland,other source,198,70
Male,Economically inactive,Not classified for other reasons,Owned,Yes,1,1,0,Scotland,other source,592,283
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,1,1,0,Scotland,earnings,854,360
Female,Economically inactive,Routine and manual occupations,Public rented,No,1,1,0,Scotland,other source,91,37
Male,Economically inactive,Not classified for other reasons,Public rented,No,1,1,0,Scotland,other source,235,79
